99
3845.4	228.95	6.1908	0.06743
-218.0971	298.9702	113.8049	-1.39165	-0.143566	0.091015	-0.0153924
1910.5	0	0
1911.5	0	0
1912.5	0	0
1913.5	0	0
1914.5	0	0
1915.5	0	0
1916.5	0	0
1917.5	0	0
1918.5	0	0
1919.5	0	0
1920.5	0	0
1921.5	0	0
1922.5	0	0
1923.5	0	0
1924.5	0	0
1925.5	0	0
1926.5	0	0
1927.5	0	0
1928.5	0	0
1929.5	0	0
1930.5	0	0
1931.5	0	0
1932.5	0	0
1933.5	0	0
1934.5	0	0
1935.5	0	0
1936.5	0.1	0
1937.5	0.1	0.1
1938.5	0.2	0.1
1939.5	0.3	0.2
1940.5	0.4	0.3
1941.5	0.5	0.4
1942.5	0.7	0.5
1943.5	0.9	0.7
1944.5	1.2	0.9
1945.5	1.7	1.2
1946.5	2.3	1.7
1947.5	3.4	2.4
1948.5	4.8	3.4
1949.5	6.1	4.7
1950.5	7.6	6
1951.5	9.2	7.4
1952.5	11	9
1953.5	12.8	10.7
1954.5	15	12.6
1955.5	17.4	14.7
1956.5	20.2	17.1
1957.5	23.4	19.9
1958.5	26.8	23
1959.5	30.5	26.3
1960.5	35	30.1
1961.5	40	34.4
1962.5	45.8	39.4
1963.5	52.5	45.1
1964.5	60.4	51.8
1965.5	69.3	59.5
1966.5	79.2	68.1
1967.5	90.3	77.9
1968.5	102.8	88.8
1969.5	116.7	101
1970.5	132	114.7
1971.5	148.3	129.6
1972.5	166.1	145.6
1973.5	185.7	163.2
1974.5	207.1	182.5
1975.5	228.1	202.9
1976.5	248	223.1
1977.5	266.9	242.6
1978.5	284.2	261.1
1979.5	305.9	273.5
1980.5	323	292.3
1981.5	339.6	308.8
1982.5	353.3	325.5
1983.5	369	342.5
1984.5	385.7	359.4
1985.5	403.4	378.2
1986.5	424.3	396.5
1987.5	444	416.3
1988.5	465.4	435.8
1989.5	483.6	454.4
1990.5	497.7	472.7
1991.5	506	487.4
1992.5	516.4	498.4
1993.5	523.2	507
1994.5	528.9	514.7
1995.5	533.9	520.9
1996.5	537.6	526.2
1997.5	540.5	530.6
1998.5	542.5	533.8
1999.5	544.1	536.7
2000.5	546.4	539.2
2001.5	546.9	540.4
2002.5	546.8	541.3
2003.5	546.5	541.7
2004.5	547.19	542.55
2005.5	546.5	540.87
2006.5	544.49	538.32
2007.5	541.82	536.05
2008.5	540.59	534.35
